source,challenger,reference,stratum,horizon,n_basins,n_rows,skill_pct,ci_lo_pct,ci_hi_pct,dm_stat,dm_p
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_mid,2,78,6474,-0.5636978440893836,-1.4000555721808872,0.061841766919147646,1.6481670924252403,0.10314502980132174
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_mid,3,78,6396,-0.9525775219640931,-1.7665925144075592,-0.31053236022037434,2.7425606420560444,0.007501854283218766
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_mid,4,78,6318,-1.0175488968270807,-1.694875115576605,-0.39964238871555424,3.276258835864045,0.0015567270380600182
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_mid,5,78,6240,-0.9839839280553209,-1.6067907730533977,-0.4358248719287364,3.278116528996832,0.0015548405939349345
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_mid,6,78,6162,-1.0530754649098917,-1.7410127000583178,-0.5514740518088481,3.35056065818439,0.0012451448128673519
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_high,1,78,6552,-0.7970443135628447,-1.4987336245830107,-0.1533045868163127,2.5453307998055075,0.012767401420677857
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_high,2,78,6474,-1.2782983585826413,-2.1070701653011086,-0.518873849161672,3.4624110571424627,0.0008532181092350523
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_high,3,78,6396,-1.424316841251616,-2.2479596830460866,-0.6441807077135959,3.452451928688579,0.0008857607092510304
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_high,4,78,6318,-1.2648712583587463,-2.1771316441617237,-0.5077808195361705,2.893740809192809,0.004903606451558944
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_high,5,78,6240,-1.1399511368690662,-2.133465893517151,-0.3975145713383067,2.489470620486657,0.014893882507020792
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_high,6,78,6162,-1.26753886541644,-2.3853768421508446,-0.4897045042614241,2.465418399991492,0.015881746233625475
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_high,1,59,4956,-0.8747160247613905,-1.7294847151734172,-0.10982564611898941,2.4130831004197657,0.018020240157837514
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_high,2,59,4897,-1.4049858997132958,-2.496149813369953,-0.4894502999819176,3.2315588401053073,0.0017734319405060134
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_high,3,59,4838,-1.4199088015038441,-2.4345928364060576,-0.5270722131649084,2.9346309067634384,0.004343413720605133
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_high,4,59,4779,-1.1609238006307532,-2.198547095247506,-0.32507880101471903,2.4346579865420983,0.017131769382150667
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_high,5,59,4720,-0.9711564493803504,-2.1161581908246148,-0.21431392833510562,1.9228124189523064,0.05810755054345373
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_high,6,59,4661,-0.9735724355857567,-2.2535342185154916,-0.16378777297348096,1.7214689369516638,0.08912981965536856
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_lowmid,1,137,11508,-0.2695602624203097,-0.9638464010760273,0.3137663347335326,0.9191626598822529,0.3606740621563143
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_lowmid,2,137,11371,-0.7529775233909852,-1.6179457962435861,-0.16651658377311127,2.30418874792741,0.023742123368751963
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_lowmid,3,137,11234,-1.0967639306742605,-1.9401382752502538,-0.46628133588341236,3.145013661832805,0.0023225417773986416
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_lowmid,4,137,11097,-1.2326994842101202,-1.9860368131316621,-0.617394784175876,3.628523580039579,0.0005005320799793774
phase8,ridge_corr_top1_era5,ridge_own_era5,resolved_x_cont_lowmid,5,137,10960,-1.3017238203658854,-2.0340231536711344,-0.7188600499963241,3.746194555081185,0.0003397504545282224
