tile,n_cells,area_km2
1104,168,112672.27429199219
1105,168,112672.27429199219
1106,168,112672.27429199219
1107,168,112672.27429199219
1108,168,112672.27429199219
1109,168,112672.27429199219
1110,168,112672.27429199219
1111,168,112672.27429199219
1112,168,112672.27429199219
1113,168,112672.27429199219
1114,168,112672.27429199219
1115,168,112672.27429199219
1116,168,112672.27429199219
1117,168,112672.27429199219
1118,168,112672.27429199219
1119,168,112672.27429199219
1120,168,112672.27429199219
1121,168,112672.27429199219
1122,168,112672.27429199219
1123,168,112672.27429199219
1124,168,112672.27429199219
1125,168,112672.27429199219
1126,168,112672.27429199219
1127,168,112672.27429199219
1128,168,112672.27429199219
1129,168,112672.27429199219
1130,168,112672.27429199219
1131,168,112672.27429199219
1132,168,112672.27429199219
1133,144,96576.23510742188
1134,168,112672.27429199219
1135,168,112672.27429199219
1136,168,112672.27429199219
1137,168,112672.27429199219
1138,168,112672.27429199219
1139,168,112672.27429199219
1140,168,112672.27429199219
1141,168,112672.27429199219
1142,168,112672.27429199219
1143,168,112672.27429199219
1144,168,112672.27429199219
1145,168,112672.27429199219
