name,coupling,fold
C_Papua_New_Guinea_Island,0.15655907940641364,f2
C_Patagonia,0.6794604125202109,f2
C_Peru_Pacific_Coast,0.7033403349216659,f2
C_Philippines,0.18804971322662417,f2
C_Po_River_and_East_Italy_Coast,0.9345518243640115,f2
C_Prince_of_Wales_Island,0.9250043267567927,f2
C_Sakhalin_Island,0.7786771068759988,f2
C_Sardinia_and_Corsica,0.9412185048923218,f2
C_Severnaya_Zemlya,0.4121186600483485,f2
C_Seward_Peninsula_Alaskan_North_Slope,0.8636881202334418,f2
C_Shelikhov_Gulf_Sea_of_Okhotsk_Coast,0.6252722490715171,f2
C_Sicily,0.7585398216843036,f2
C_Somerset_Island,0.2631870804907432,f2
C_South_Africa_South_Coast,0.8778937980907784,f2
C_South_Africa_West_Coast,0.7971412064272517,f2
C_South_Alaska_Coast_Frazer_River,0.09214163331246032,f2
C_South_Amapa_Coast,0.9412185048923218,f2
C_South_Australia_Coast,0.9412185048923218,f2
C_South_Baffin_Island_Coast,0.8529349583544273,f2
C_South_Baltic_Coast,0.2837744680580604,f2
C_South_Black_Sea_Coast,0.6436880082558144,f2
C_South_Chile_South_Pacific_Coast,0.24601919973261516,f2
C_South_East_Brazil_Coast,0.8335203478873067,f2
C_South_East_Russia_Coast,0.7786771068759988,f2
C_South_Gulf_of_Aden_Coast,0.8958884185840861,f2
C_South_Gulf_of_Oman_West_Arabian_Sea_Coast,0.9412185048923218,f2
C_South_Hudson_Strait_Ungava_Bay_Coast,0.7676346775525602,f2
C_South_Mediterranean_Coast,0.9169995262890913,f2
C_South_Zambezia_Coast,0.2155124052402719,f2
C_Southhampton_Coats_Islands,0.6443906191097216,f2
C_Southwest_Hudson_Bay_Coast,0.48513225581507463,f2
C_Southwest_Mediterranean_Coast,0.891227157664416,f2
C_Sri_Lanka,0.078914678996507,f2
C_Sulawesi,0.8201506108775826,f2
C_Sumatra,0.02263245308778314,f2
C_Svalbard,0.13696176395504456,f2
C_Sweden_Coast,0.9412185048923218,f2
C_Taiwan,0.42126323496945595,f2
C_Tasmania,0.665206047492812,f2
C_Texas_Gulf_Coast,0.17385650049452298,f2
C_Thar_Desert_Sabarmati_River_Gulf_of_Cambay_Luni_Delta,0.9095561511208043,f2
C_US_East_Gulf_of_Mexico_North_Atlantic_Coast,0.7579679636014182,f2
C_US_North_Atlantic_Coast,0.32219081594396043,f2
C_Uda_Basin,0.7949078362122128,f2
C_Uruguay_South_Brazil_Coast,0.5758811828561599,f2
C_Victoria_Island,0.8997256913687794,f2
C_Vietnam_Coast,0.8749571290507273,f2
C_West_Africa_Coast,0.8845604778775972,f2
C_West_Australia_Coast,0.7853437850923134,f2
C_West_Barents_Sea_Coast,0.7400889320239831,f2
C_West_Black_Sea_Coast,0.9412185048923218,f2
C_West_Caspian_Sea_Coast,0.7547983475728687,f2
C_West_Continental_Europe,0.8109228474996488,f2
C_West_Italy_Coast,0.9412185048923218,f2
C_West_Mississippi_Delta,0.9412185048923218,f2
C_West_Nile_Delta,0.9412185048923218,f2
C_West_Red_Sea_Coast,0.5430498586325988,f2
C_Yamal_Peninsula,0.9412185048923218,f2
C_Yellow_Sea_Coast,0.4226300857068004,f2
C_Yenisey_Gulf_Coast,0.9412185048923218,f2
C_Ziya_He_Interior_Coast,0.7612394866788432,f2
E_Altai_Mountains,0.9162228312783689,f2
E_Amu_Darya,0.7853437850923134,f2
E_Australia_Northwest_Plateau,0.6502347229185315,f2
E_Badain_Jaran_Desert,0.8214792999214907,f2
E_Central_Iran,0.9412185048923218,f2
E_Central_Mongolia,0.9162228312783689,f2
E_Dayan_Khyargas_Uvs_Nuur_Basins,0.6165797960024866,f2
E_East_Gobi_Desert,0.7467535372023082,f2
E_Egyptian_Western_Desert,0.9012051458641878,f2
E_Farahrud_Helmand_Hamun_i_Mashkel,0.714956541425735,f2
E_Great_Basin_Great_Salt_Lake,0.8023928305785165,f2
E_Great_Victoria_Desert,0.9412185048923218,f2
E_Jordan_Northwest_Saudi_Arabia,0.7720104286596842,f2
E_Junggar_Pendi,0.8961006175940353,f2
E_La_Puna_Altiplano,0.7033403349217822,f2
E_Lake_Eyre_Basin,0.7991856737675713,f2
E_Lake_Rukwa_Basin,0.5081375168550807,f2
E_Lakes_Balkash_Alakol,0.89610061759405,f2
E_Libyian_Desert,0.891227157664416,f2
E_Lower_Lake_Chad,0.7954066129665589,f2
E_North_Central_Arabia,0.8705580508648576,f2
E_North_Plateau_of_Tibet,0.9345518243640115,f2
E_Northern_Kordofan,0.9412185048923218,f2
E_Plateau_of_Tibet,0.8573064738910843,f2
E_Qinghai_Lake,0.9345518243640115,f2
E_Rift_Valley,0.8441166289984016,f2
E_Rub_al_Khali_Desert,0.9412185048923218,f2
E_Sahara,0.891227157664416,f2
E_Saharan_and_Algerian_Atlas,0.9250043267567927,f2
E_Salinas_Grande_Mar_Chiquita,0.5843336908828187,f2
E_South_Interior_Africa,0.8101839259806094,f2
E_Syr_Darya,0.8441166289984016,f2
E_Tarim_He_Lop_Nur,0.7720104286596842,f2
E_Turpan_Pendi,0.5014708427503994,f2
E_Upper_Lake_Chad,0.9412185048923218,f2
R_Amazon_River,0.4879521739374558,f2
R_Amur_River,0.7296967834761009,f2
R_Colorado_River_Argentina,0.6883681924503761,f2
R_Colorado_River_of_the_West_North_America,0.628988239300575,f2
R_Columbia_River,0.6586001831901138,f2
R_Congo_River,0.5081375168550807,f2
R_Danube_River,0.8623854333443084,f2
R_Dnieper_River,0.8089443953029076,f2
R_Don_River,0.8242032948841678,f2
R_Ganges_Bramaputra_Basin,0.16955094900430173,f2
R_Indus_River,0.6562727127752663,f2
R_Lena_River,0.710049170027622,f2
R_Limpopo_River,0.6861270892649042,f2
R_Mackenzie_River,0.583319234894423,f2
R_Magdalena_River,0.9412185048923218,f2
R_Mekong_River,0.8749571290507303,f2
R_Mississippi_River,0.44887158624635976,f2
R_Murray_Darling_River,0.9028894709632398,f2
R_Niger_River,0.7954066129665591,f2
R_Nile_River,0.8441166289984016,f2
R_Ob_River,-0.10950008388268703,f2
R_Orange_River,0.6388087718868289,f2
R_Orinoco_River,0.6903762409821265,f2
R_Parana_River,0.3771947162477783,f2
R_Parnaiba_River,0.7261784869971102,f2
R_Rio_Grande_Rio_Bravo,0.6592104651293121,f2
R_Saint_Lawrence_River,0.28647355392908036,f2
R_Sao_Francisco_River,0.8335203478873074,f2
R_Saskatchewan_Nelson_Rivers,0.12409193085761047,f2
R_Senegal_River,0.7142391143784621,f2
R_Shebelli_Juba_Rivers,0.9095561511208043,f2
R_Tigris_Euphrates_River,0.7177418466087119,f2
R_Tocantins_River,0.6054909798259537,f2
R_Volga_River,0.5888462194430226,f2
R_Volta_River,0.9024250592620313,f2
R_Yangtze_River,0.7720104286596842,f2
R_Yellow_River_Huang_He,0.7961974338742285,f2
R_Yenisey_River,0.7938446101090358,f2
R_Yukon_River,0.5457556971218449,f2
R_Zambezi_River,0.5014708427503994,f2
C_Aleutians_South_Alaska_Coast,0.11800338313318186,f3
C_Amazon_River_Delta,0.9412185048923218,f3
C_Angola_Coast,0.2948999760790801,f3
C_Balkan_Peninsula_and_Adriatic_Coast,0.9412185048923218,f3
C_Banks_Island,0.9412185048923218,f3
C_Beaufort_Sea_Coast,0.9412185048923218,f3
C_Bight_of_Benin_Coast,0.9028894709632398,f3
C_Bismark_Sea_Islands,0.2590961176709795,f3
C_Borneo,0.8342983564773404,f3
C_Buor_Khaya_Gulf_Coast,0.891227157664416,f3
C_California_and_Baja_California,0.7469580096372133,f3
C_Canadian_South_Arctic_Ocean_Coast,0.7853437850923134,f3
C_Capim_River_Delta,0.9412185048923218,f3
C_Carribean_Coast,0.8333869037627636,f3
C_Central_America_Gulf_of_Mexico_Caribbean_Coast,0.5859238489939171,f3
C_Central_American_Pacific_Coast,0.6794604125202109,f3
C_Chao_Phraya_River_Gulf_of_Thailand_Coast,0.7963753603068874,f3
C_Chukchi_Peninsula,0.6313386539341909,f3
C_Churchill_Seal_Rivers,0.586366774027464,f3
C_Columbia_Ecuador_Pacific_Coast,0.731486626080901,f3
C_Crimea_West_Azov_Sea_Coast,0.9412185048923218,f3
C_Cuba,0.7144298333359382,f3
C_Deccan_Plateau_East_Indian_Subcontinent_Coast,0.8845604778775972,f3
C_Denmark_Germany_Coast,0.12284811644663668,f3
C_East_Australia_Coast,0.8845604778775972,f3
C_East_Azov_Sea_Northeast_Black_Sea_Coast,0.9412185048923218,f3
C_East_Barents_Sea_Coast,0.7398973335770207,f3
C_East_Beaufort_Sea_Amundsen_Gulf_Coast,0.9412185048923218,f3
C_East_Brazil_South_Atlantic_Coast,0.7489929444599451,f3
C_East_Caspian_Sea_Coast,0.7590808752184153,f3
C_East_Central_Africa_Coast,0.5956996900576169,f3
C_East_China_Coast,0.7380128827811739,f3
C_East_Hudson_Bay_Coast,0.7017217256434891,f3
C_East_Mediterranean_Coast,0.6010209499096196,f3
C_East_Mississippi_Delta,0.9412185048923218,f3
C_East_Nile_Delta,0.9412185048923218,f3
C_East_Ob_Bay_Coast,0.9412185048923218,f3
C_East_Red_Sea_North_Gulf_of_Aden_Coast,0.9183376463700946,f3
C_East_Timor_Islands,0.18884083833325288,f3
C_Ellef_Ringnes_Bathurst_Devon_Islands,0.8096461480751938,f3
C_Ellesmere_Island,0.7720104286596842,f3
C_Great_Britain,0.7964214439933416,f3
C_Greater_Dniester_Basin,0.8617931582240929,f3
C_Gulf_of_Darien_Coast,0.9412185048923218,f3
C_Gulf_of_Guinea_Coast,0.7155556372850969,f3
C_Gydan_Bay_Coast,0.9412185048923218,f3
C_Hainan,0.29872439275879953,f3
C_Hispaniola,0.7144298333359382,f3
C_Hokkaido,0.7233271799338077,f3
C_Hub_Porali_Basin,0.7241177706312466,f3
C_Iberian_Atlantic_Coast,0.7302129696281985,f3
C_Iceland,0.5408803700650062,f3
C_India_West_Coast,0.8845604778775972,f3
C_Indian_Ocean_Africa_Coast,0.6794604125202109,f3
C_Ireland,0.6293647988822964,f3
C_Irrawaddy_Sittang_Salween_Basin,0.9412185048923218,f3
C_Japan,0.192188944835644,f3
C_Java,0.5937003133845994,f3
C_Kamchatka_Peninsula,0.6727937358744005,f3
C_La_Plata_Delta,0.8037592737638725,f3
C_Labrador_Sea_Coast,0.7853437850923134,f3
C_Madagascar,0.053073104045395156,f3
C_Malaysian_Peninsula_Coast,0.14047745643822562,f3
C_Melville_Prince_Patrick_Islands,0.9412185048923218,f3
C_Namibia_Coast,0.8177549709374679,f3
C_Neva_River_Finland_Coast,0.7410437856027096,f3
