name,dm_stat,p,a_better,bh_threshold,significant,model,vs,horizon
R_Volta_River,-1.0166546072990714,0.3134687855793459,True,0.07033492822966507,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_East_Hudson_Bay_Coast,1.0104914786842694,0.3163861499748055,False,0.0708133971291866,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Sri_Lanka,-1.002973816819677,0.3199693588725989,True,0.07129186602870813,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Java,-0.903700987864583,0.3698291024231161,True,0.07177033492822966,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Gulf_of_Guinea_Coast,-0.8783274074206885,0.3833290523912483,True,0.0722488038277512,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Ob_River,0.8629684711629222,0.39164923396018386,False,0.07272727272727274,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Sweden_Coast,-0.8441327333107581,0.4020050059663237,True,0.07320574162679426,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_La_Puna_Altiplano,0.8328147672600776,0.40830782808674837,False,0.07368421052631578,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Balkan_Peninsula_and_Adriatic_Coast,-0.829187223481488,0.4103406656782024,True,0.07416267942583732,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Gulf_of_Darien_Coast,0.824866699136471,0.41276987388418035,False,0.07464114832535886,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Magdalena_River,0.7948160746214825,0.429906246919305,False,0.07511961722488039,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Yellow_River_Huang_He,0.783001474079303,0.4367579701617122,False,0.07559808612440191,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Vietnam_Coast,0.7826989309976973,0.43693426920868506,False,0.07607655502392345,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_North_Central_Arabia,-0.7777044715679964,0.43985072814287074,True,0.07655502392344499,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_North_Siberia_Coast,0.7767350293170575,0.44041814809715835,False,0.07703349282296651,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Jordan_Northwest_Saudi_Arabia,-0.7679605317843003,0.44557345740068177,True,0.07751196172248805,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Sicily,-0.7285036898644854,0.4691870793950147,True,0.07799043062200957,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Iceland,0.7121814271426681,0.4791593248052591,False,0.0784688995215311,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_US_East_Gulf_of_Mexico_North_Atlantic_Coast,0.6919710030404924,0.4916698482287595,False,0.07894736842105264,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_South_East_Russia_Coast,0.673282613647278,0.5033964341622936,False,0.07942583732057418,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_New_Zealand_South_Island,0.6344411122248291,0.5282454641397492,False,0.0799043062200957,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_West_Italy_Coast,0.6168718379868584,0.5396925192277529,False,0.08038277511961722,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Oregon_Coast,-0.6059957263555658,0.5468420246280961,True,0.08086124401913876,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Niger_River,0.5967983316184596,0.5529253210923915,False,0.0813397129186603,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_West_Australia_Coast,0.5738127044000825,0.5682756308083758,False,0.08181818181818183,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_North_Plateau_of_Tibet,-0.5531505317653437,0.582250357771064,True,0.08229665071770335,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_East_Gobi_Desert,-0.545119130483212,0.5877264359923219,True,0.08277511961722489,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Northern_Kordofan,0.534319311552862,0.5951283966552836,False,0.08325358851674641,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Prince_of_Wales_Island,-0.5292608414178497,0.5986103082956611,True,0.08373205741626795,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Crimea_West_Azov_Sea_Coast,0.5247467515138674,0.601725484518891,False,0.08421052631578947,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Southwest_Hudson_Bay_Coast,0.5111316351941491,0.6111663897431623,False,0.08468899521531101,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Neva_River_Finland_Coast,-0.46773377982752806,0.6416981177040462,True,0.08516746411483254,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_East_Azov_Sea_Northeast_Black_Sea_Coast,0.4476747001312472,0.6560274252860199,False,0.08564593301435408,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Peru_Pacific_Coast,-0.4147813840315494,0.6798063153635244,True,0.0861244019138756,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Texas_Gulf_Coast,0.38604257286021354,0.700853735734567,False,0.08660287081339713,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Rub_al_Khali_Desert,0.38384259034526486,0.7024749397557084,False,0.08708133971291866,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Badain_Jaran_Desert,0.3656415135459944,0.7159402843974363,False,0.0875598086124402,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Gydan_Bay_Coast,0.36562943326297126,0.7159492522430756,False,0.08803827751196174,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_North_East_Bay_of_Bengal_Coast,0.3568918191832409,0.7224461097313488,False,0.08851674641148326,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_East_Red_Sea_North_Gulf_of_Aden_Coast,0.3537514932952394,0.7247861536209068,False,0.0889952153110048,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_California_and_Baja_California,-0.3460790593442388,0.7305144021647799,True,0.08947368421052632,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Madagascar,0.3452395284198834,0.7311421405912552,False,0.08995215311004785,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Tocantins_River,0.3384133108987955,0.7362530964252758,False,0.09043062200956938,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_South_Mediterranean_Coast,0.33543993612720624,0.7384830984227397,False,0.09090909090909091,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Limpopo_River,0.3018740588573682,0.7638096087334778,False,0.09138755980861245,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Orinoco_River,0.272215869911688,0.7864064334117603,False,0.09186602870813398,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Malaysian_Peninsula_Coast,0.2668346002364465,0.7905269557827943,False,0.0923444976076555,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Colorado_River_Argentina,0.26132295399035116,0.7947535430147977,False,0.09282296650717703,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_New_Zealand_North_Island,-0.23902471545454038,0.8119147697677068,True,0.09330143540669857,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Papua_New_Guinea_Island,0.22470327619379235,0.8229865264455569,False,0.0937799043062201,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Sumatra,0.18478669190635708,0.8540300748982625,False,0.09425837320574164,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Chukchi_Peninsula,-0.15315293591172185,0.8788002766017123,True,0.09473684210526316,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_West_Barents_Sea_Coast,0.14239916774816438,0.8872498935095705,False,0.0952153110047847,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_US_North_Atlantic_Coast,0.1322035750652965,0.8952731045500557,False,0.09569377990430622,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Columbia_Ecuador_Pacific_Coast,-0.12851960795420014,0.8981748758454006,True,0.09617224880382776,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_North_East_Siberian_Sea_Coast,-0.11131189687022178,0.9117468364530531,True,0.09665071770334929,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Altai_Mountains,0.08557007088427618,0.9320979144040339,False,0.09712918660287082,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_West_Caspian_Sea_Coast,-0.06361440111667627,0.9494923027884015,True,0.09760765550239235,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Danube_River,0.05895017735614943,0.9531910069908365,False,0.09808612440191389,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_West_Mississippi_Delta,-0.058547820497500035,0.9535101234262467,True,0.09856459330143541,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_North_Caspian_Sea_Coast,-0.04757772078989966,0.9622134749603987,True,0.09904306220095693,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Norway_Coast,0.03865826754648635,0.969293358974548,False,0.09952153110047847,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Indian_Ocean_Africa_Coast,-0.015910949363375955,0.9873591179836416,True,0.1,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Svalbard,7.9368978206422085,6.996296240679268e-11,False,0.0004784688995215311,True,li_lstm_nonseas,ridge_own_era5_flat12,2
E_Egyptian_Western_Desert,7.533630928629783,3.3726159127516807e-10,False,0.0009569377990430622,True,li_lstm_nonseas,ridge_own_era5_flat12,2
